timestamp_s,frame,label,event,tip_err_m,in_gripper,finger_pos,finger_vel,finger_effort,finger_effort_l1,arm_effort_l1,head_pos_x,head_pos_y,head_pos_z,head_lin_vel_x,head_lin_vel_y,head_lin_vel_z,head_ang_vel_x,head_ang_vel_y,head_ang_vel_z,gripper_tip_x,gripper_tip_y,gripper_tip_z,cable_tip_x,cable_tip_y,cable_tip_z
1788650976.620227,5,Grasp and lift E_part006_44: squeeze-hold,during,0.003150,1,0.728019,0.164286 -0.164286 0.0671328 -0.612445 -0.0562292,8.93351 4.05194 -4.45874 2.17931e-05 5.28633e-08,17.444213778629813,11.335691665299237,0.5924498415780218,-0.34771668910980186,1.1309283971739932,0.0,0.0,0.0,0.0,0.0,0.0,0.5860267042196112,-0.3477146691517741,1.1254490352350448,0.5861108150602037,-0.34769462603026,1.128597523283584
1788650977.023828,10,Grasp and lift E_part006_44: squeeze-hold,during,0.003149,1,0.728045,0.148138 -0.148138 0.0488105 -0.628335 -0.0345959,9.37078 4.32544 -4.35624 -6.54751e-05 -4.59476e-05,18.052564940622688,11.97703317925334,0.59245031841518,-0.3477172851562496,1.1309288740111514,-0.00846804864704609,0.008377023041248322,0.0053202747367322445,0.1142645925283432,-0.17392486333847046,-0.04201254993677139,0.5860269798116504,-0.34771653429857635,1.1254502955968952,0.586111125725185,-0.3476943104806331,1.1285984156315743
1788650977.431364,15,Grasp and lift E_part006_44: squeeze-hold,during,0.003149,1,0.728048,0.139369 -0.139369 0.0359121 -0.623882 -0.024949,9.36423 4.31862 -4.35103 -6.67964e-06 1.5657e-06,18.03388943278003,12.05114059522748,0.5924502588105353,-0.3477170765399929,1.130928993220441,-0.008882363326847553,0.005452075973153114,0.0060352240689098835,0.017689179629087448,-0.6548698544502258,-0.25328385829925537,0.5860268783858944,-0.3477169394532919,1.1254504261577765,0.5861111221573244,-0.34769394416236166,1.1285983839780815
1788650977.833945,20,Grasp and lift E_part006_44: squeeze-hold,during,0.003149,1,0.728048,0.140242 -0.140242 0.0388921 -0.615141 -0.0275281,9.37183 4.32218 -4.35356 4.06835e-05 -1.19308e-06,18.047604475799744,12.025762839242816,0.5924502588105353,-0.34771722555160484,1.130928993220441,-0.008127536624670029,0.004938578698784113,0.00636730482801795,0.20317597687244415,-0.4822353720664978,-0.2603297829627991,0.5860268255653742,-0.3477169824711636,1.1254503536312552,0.5861111462517307,-0.3476941101566613,1.128598318275093
1788650978.240119,25,Grasp and lift E_part006_44: squeeze-hold,during,0.003149,1,0.728047,0.138831 -0.138831 0.0368842 -0.617936 -0.0255626,9.37395 4.3235 -4.35331 -5.17598e-05 2.40257e-05,18.050839869334595,11.9720619302243,0.5924501992058905,-0.347717314958572,1.1309291124297305,-0.007996417582035065,0.005138198379427195,0.005911065265536308,0.18990182876586914,-0.3890359401702881,-0.24118708074092865,0.5860268112607732,-0.34771719243139165,1.1254504570625474,0.5861111290440469,-0.34769412328613797,1.1285983229314913
1788650978.642275,30,Grasp and lift E_part006_44: squeeze-hold,during,0.003148,1,0.728049,0.153242 -0.153242 0.0589917 -0.60878 -0.045468,9.38228 4.32491 -4.34516 6.54329e-05 5.58052e-05,18.052469374921202,11.91532598529011,0.5924502588105353,-0.34771835803985557,1.1309297084761782,-0.007368649821728468,0.00793289951980114,0.0014479411765933037,-0.43781960010528564,-0.4077492654323578,-0.058515675365924835,0.5860269726757409,-0.3477183311269149,1.1254513152814245,0.5861115331085912,-0.34769497709765973,1.1285979842509308
1788650979.044878,35,Grasp and lift E_part006_44: squeeze-hold,during,0.003149,1,0.728046,0.144186 -0.144186 0.0435519 -0.625472 -0.0303433,9.37168 4.32633 -4.35594 -7.24608e-05 -5.17005e-05,18.054066841668828,11.99962099455297,0.5924503780198248,-0.3477172851562496,1.130928993220441,-0.008395219221711159,0.007537442725151777,0.005294072441756725,0.18379609286785126,-0.1416843682527542,-0.092736154794693,0.5860270966063184,-0.347716169900591,1.1254501764951024,0.586111208649533,-0.3476942478944277,1.1285984720266158
1788650979.444521,40,Grasp and lift E_part006_44: squeeze-hold,during,0.003149,1,0.728044,0.145259 -0.145259 0.04454 -0.631413 -0.0307851,9.36974 4.32436 -4.3586 -8.36479e-05 -5.98466e-05,18.05284782867966,12.025149868801236,0.59245031841518,-0.34771719574928245,1.1309288740111514,-0.008280834183096886,0.007695099804550409,0.005223632790148258,0.17128485441207886,-0.1300133615732193,-0.0976577028632164,0.5860270309676064,-0.3477166589322627,1.1254503363451454,0.5861111347730705,-0.3476941655566793,1.1285983915680962
1788650979.940938,45,Grasp and lift E_part006_44: squeeze-hold,during,0.003149,1,0.728047,0.142829 -0.142829 0.0428344 -0.617788 -0.0303522,9.36583 4.31932 -4.3548 3.8848e-05 -3.05556e-05,18.0400216816779,12.01046559587121,0.59245031841518,-0.34771692752838096,1.1309288740111514,-0.008176899515092373,0.006193620152771473,0.00680895708501339,0.07653134316205978,-0.6626251339912415,-0.20877458155155182,0.5860270207301259,-0.3477167273823915,1.12545039481628,0.5861112517552163,-0.347694218656988,1.1285980702349303
1788650980.329032,50,Grasp and lift E_part006_44: squeeze-hold,during,0.003148,1,0.728049,0.151063 -0.151063 0.0576842 -0.602728 -0.0441879,9.38448 4.32677 -4.34657 7.58026e-05 4.75597e-05,18.05794702023195,11.937837466597557,0.5924502588105353,-0.34771841764450034,1.1309297084761782,-0.007363080512732267,0.007968328893184662,0.0015856970567256212,-0.4095151126384735,-0.3974190652370453,-0.06581159681081772,0.5860268749652214,-0.34771831923259433,1.1254512701322934,0.5861115222799863,-0.34769505446613197,1.128598013510337
